datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-12-14,CZ072,CZ0723,9317,8562,139
2020-12-14,CZ072,CZ0724,13251,12028,216
2020-12-14,CZ080,CZ0801,3982,3627,109
2020-12-14,CZ080,CZ0802,12493,11430,226
2020-12-14,CZ080,CZ0803,13869,12500,222
2020-12-14,CZ080,CZ0804,7550,6934,102
2020-12-14,CZ080,CZ0805,11746,10553,170
2020-12-14,CZ080,CZ0806,15556,13848,330
2020-12-14,,,29,1543,0
2020-12-15,CZ010,CZ0100,64236,61575,935
2020-12-15,CZ020,CZ020A,7003,7046,65
2020-12-15,CZ020,CZ020B,7660,7252,60
2020-12-15,CZ020,CZ020C,3230,2956,53
2020-12-15,CZ020,CZ0201,7284,6616,153
2020-12-15,CZ020,CZ0202,4630,4432,57
2020-12-15,CZ020,CZ0203,8437,7565,118
2020-12-15,CZ020,CZ0204,5908,5392,98
2020-12-15,CZ020,CZ0205,4005,3497,61
2020-12-15,CZ020,CZ0206,5694,5255,122
2020-12-15,CZ020,CZ0207,6818,6143,105
2020-12-15,CZ020,CZ0208,5281,4757,98
2020-12-15,CZ020,CZ0209,8802,8678,75
2020-12-15,CZ031,CZ0311,10461,10710,164
2020-12-15,CZ031,CZ0312,2393,2228,67
2020-12-15,CZ031,CZ0313,5030,4678,97
2020-12-15,CZ031,CZ0314,4306,3979,64
2020-12-15,CZ031,CZ0315,2658,2449,86
2020-12-15,CZ031,CZ0316,4131,3857,104
2020-12-15,CZ031,CZ0317,6348,5917,157
2020-12-15,CZ032,CZ0321,3389,3195,75
2020-12-15,CZ032,CZ0322,4614,4292,76
2020-12-15,CZ032,CZ0323,10589,9942,140
2020-12-15,CZ032,CZ0324,3694,3352,65
2020-12-15,CZ032,CZ0325,4559,4200,54
2020-12-15,CZ032,CZ0326,2352,2140,43
2020-12-15,CZ032,CZ0327,2486,2278,46
2020-12-15,CZ041,CZ0411,3283,2990,125
2020-12-15,CZ041,CZ0412,4701,4300,145
2020-12-15,CZ041,CZ0413,4017,3610,110
2020-12-15,CZ042,CZ0421,5997,5311,129
2020-12-15,CZ042,CZ0422,6116,5683,156
2020-12-15,CZ042,CZ0423,6938,6618,120
2020-12-15,CZ042,CZ0424,4382,3901,75
2020-12-15,CZ042,CZ0425,5082,4669,110
2020-12-15,CZ042,CZ0426,5577,4945,99
2020-12-15,CZ042,CZ0427,6213,5586,99
2020-12-15,CZ051,CZ0511,4881,4365,75
2020-12-15,CZ051,CZ0512,5433,4826,89
2020-12-15,CZ051,CZ0513,11247,10140,109
2020-12-15,CZ051,CZ0514,4854,4389,69
2020-12-15,CZ052,CZ0521,9516,8548,150
2020-12-15,CZ052,CZ0522,4477,4075,78
2020-12-15,CZ052,CZ0523,7384,6776,135
2020-12-15,CZ052,CZ0524,4647,4078,60
2020-12-15,CZ052,CZ0525,6345,5800,129
2020-12-15,CZ053,CZ0531,7034,6255,101
2020-12-15,CZ053,CZ0532,9174,8276,112
2020-12-15,CZ053,CZ0533,6253,5712,97
2020-12-15,CZ053,CZ0534,7745,7194,103
2020-12-15,CZ063,CZ0631,6999,6233,113
2020-12-15,CZ063,CZ0632,6687,6218,117
2020-12-15,CZ063,CZ0633,5229,4903,101
2020-12-15,CZ063,CZ0634,6073,5682,133
2020-12-15,CZ063,CZ0635,7743,7230,117
2020-12-15,CZ064,CZ0641,5492,4783,167
2020-12-15,CZ064,CZ0642,17840,16240,345
2020-12-15,CZ064,CZ0643,10565,9605,172
2020-12-15,CZ064,CZ0644,4549,3952,151
2020-12-15,CZ064,CZ0645,9252,8494,197
2020-12-15,CZ064,CZ0646,4452,3849,120
2020-12-15,CZ064,CZ0647,4764,4252,140
2020-12-15,CZ071,CZ0711,1985,1754,57
2020-12-15,CZ071,CZ0712,13000,11777,247
2020-12-15,CZ071,CZ0713,7263,6508,94
2020-12-15,CZ071,CZ0714,8319,7365,132
2020-12-15,CZ071,CZ0715,6253,5780,117
2020-12-15,CZ072,CZ0721,7237,6312,126
2020-12-15,CZ072,CZ0722,10745,9864,157
2020-12-15,CZ072,CZ0723,9462,8591,142
2020-12-15,CZ072,CZ0724,13507,12067,221
2020-12-15,CZ080,CZ0801,4035,3641,114
2020-12-15,CZ080,CZ0802,12674,11464,233
2020-12-15,CZ080,CZ0803,14062,12564,224
2020-12-15,CZ080,CZ0804,7736,6965,103
2020-12-15,CZ080,CZ0805,11910,10646,172
2020-12-15,CZ080,CZ0806,15909,13928,333
2020-12-15,,,29,1557,0
2020-12-16,CZ010,CZ0100,64995,61710,943
2020-12-16,CZ020,CZ020A,7075,7078,65
2020-12-16,CZ020,CZ020B,7764,7265,60
2020-12-16,CZ020,CZ020C,3258,2957,54
2020-12-16,CZ020,CZ0201,7347,6649,158
2020-12-16,CZ020,CZ0202,4691,4442,57
2020-12-16,CZ020,CZ0203,8543,7581,119
2020-12-16,CZ020,CZ0204,5963,5404,98
2020-12-16,CZ020,CZ0205,4061,3515,61
2020-12-16,CZ020,CZ0206,5795,5266,123
2020-12-16,CZ020,CZ0207,6910,6152,108
2020-12-16,CZ020,CZ0208,5387,4767,98
2020-12-16,CZ020,CZ0209,8908,8696,76
2020-12-16,CZ031,CZ0311,10602,10712,166
2020-12-16,CZ031,CZ0312,2430,2230,68
2020-12-16,CZ031,CZ0313,5099,4681,99
2020-12-16,CZ031,CZ0314,4348,3983,66
2020-12-16,CZ031,CZ0315,2677,2452,86
2020-12-16,CZ031,CZ0316,4178,3859,104
2020-12-16,CZ031,CZ0317,6447,5932,160
2020-12-16,CZ032,CZ0321,3413,3195,76
2020-12-16,CZ032,CZ0322,4676,4294,76
2020-12-16,CZ032,CZ0323,10707,9993,140
2020-12-16,CZ032,CZ0324,3731,3357,66
2020-12-16,CZ032,CZ0325,4612,4221,55
2020-12-16,CZ032,CZ0326,2382,2142,43
2020-12-16,CZ032,CZ0327,2528,2284,46
2020-12-16,CZ041,CZ0411,3327,3000,126
2020-12-16,CZ041,CZ0412,4767,4306,145
2020-12-16,CZ041,CZ0413,4109,3616,111
2020-12-16,CZ042,CZ0421,6111,5326,130
2020-12-16,CZ042,CZ0422,6160,5697,156
2020-12-16,CZ042,CZ0423,7080,6625,122
2020-12-16,CZ042,CZ0424,4416,3908,75
2020-12-16,CZ042,CZ0425,5121,4684,111
2020-12-16,CZ042,CZ0426,5717,4965,100
2020-12-16,CZ042,CZ0427,6330,5605,102
2020-12-16,CZ051,CZ0511,4967,4379,75
2020-12-16,CZ051,CZ0512,5540,4833,92
2020-12-16,CZ051,CZ0513,11472,10172,113
2020-12-16,CZ051,CZ0514,4910,4398,70
2020-12-16,CZ052,CZ0521,9699,8584,151
2020-12-16,CZ052,CZ0522,4537,4085,78
2020-12-16,CZ052,CZ0523,7442,6792,135
2020-12-16,CZ052,CZ0524,4741,4090,61
2020-12-16,CZ052,CZ0525,6421,5806,129
2020-12-16,CZ053,CZ0531,7171,6280,101
2020-12-16,CZ053,CZ0532,9363,8323,112
2020-12-16,CZ053,CZ0533,6327,5718,99
2020-12-16,CZ053,CZ0534,7817,7201,104
2020-12-16,CZ063,CZ0631,7119,6298,115
2020-12-16,CZ063,CZ0632,6697,6231,117
2020-12-16,CZ063,CZ0633,5297,4934,102
2020-12-16,CZ063,CZ0634,6096,5686,133
2020-12-16,CZ063,CZ0635,7830,7232,120
2020-12-16,CZ064,CZ0641,5536,4794,167
2020-12-16,CZ064,CZ0642,18074,16276,348
2020-12-16,CZ064,CZ0643,10690,9624,175
2020-12-16,CZ064,CZ0644,4617,3964,153
2020-12-16,CZ064,CZ0645,9301,8501,200
2020-12-16,CZ064,CZ0646,4538,3853,124
2020-12-16,CZ064,CZ0647,4835,4265,142
2020-12-16,CZ071,CZ0711,2031,1755,59
2020-12-16,CZ071,CZ0712,13159,11802,249
2020-12-16,CZ071,CZ0713,7369,6517,94
2020-12-16,CZ071,CZ0714,8473,7379,133
2020-12-16,CZ071,CZ0715,6314,5781,117
2020-12-16,CZ072,CZ0721,7351,6358,127
2020-12-16,CZ072,CZ0722,10813,9897,159
2020-12-16,CZ072,CZ0723,9687,8634,143
2020-12-16,CZ072,CZ0724,13671,12125,225
2020-12-16,CZ080,CZ0801,4135,3650,115
2020-12-16,CZ080,CZ0802,12902,11491,237
2020-12-16,CZ080,CZ0803,14334,12611,226
2020-12-16,CZ080,CZ0804,7839,6989,110
2020-12-16,CZ080,CZ0805,12092,10699,173
2020-12-16,CZ080,CZ0806,16303,13987,339
2020-12-16,,,29,1568,0
2020-12-17,CZ010,CZ0100,65821,62280,952
2020-12-17,CZ020,CZ020A,7186,7165,66
2020-12-17,CZ020,CZ020B,7862,7356,62
2020-12-17,CZ020,CZ020C,3294,2981,55
2020-12-17,CZ020,CZ0201,7465,6733,159
2020-12-17,CZ020,CZ0202,4757,4514,57
2020-12-17,CZ020,CZ0203,8648,7700,120
2020-12-17,CZ020,CZ0204,6036,5475,100
2020-12-17,CZ020,CZ0205,4134,3597,61
2020-12-17,CZ020,CZ0206,5884,5346,123
2020-12-17,CZ020,CZ0207,6990,6244,108
2020-12-17,CZ020,CZ0208,5492,4831,99
2020-12-17,CZ020,CZ0209,9044,8798,77
2020-12-17,CZ031,CZ0311,10689,10780,166
2020-12-17,CZ031,CZ0312,2438,2247,68
2020-12-17,CZ031,CZ0313,5156,4749,99
2020-12-17,CZ031,CZ0314,4401,4026,67
2020-12-17,CZ031,CZ0315,2697,2466,86
2020-12-17,CZ031,CZ0316,4187,3896,105
2020-12-17,CZ031,CZ0317,6472,6000,161
2020-12-17,CZ032,CZ0321,3450,3214,77
2020-12-17,CZ032,CZ0322,4713,4337,78
2020-12-17,CZ032,CZ0323,10837,10082,140
2020-12-17,CZ032,CZ0324,3832,3388,68
2020-12-17,CZ032,CZ0325,4675,4265,55
2020-12-17,CZ032,CZ0326,2403,2179,43
2020-12-17,CZ032,CZ0327,2588,2306,47
2020-12-17,CZ041,CZ0411,3360,3034,127
2020-12-17,CZ041,CZ0412,4878,4340,148
2020-12-17,CZ041,CZ0413,4216,3659,111
2020-12-17,CZ042,CZ0421,6186,5412,131
2020-12-17,CZ042,CZ0422,6202,5731,156
2020-12-17,CZ042,CZ0423,7167,6706,123
2020-12-17,CZ042,CZ0424,4540,3972,75
2020-12-17,CZ042,CZ0425,5187,4755,116
2020-12-17,CZ042,CZ0426,5819,5042,102
2020-12-17,CZ042,CZ0427,6418,5655,104
2020-12-17,CZ051,CZ0511,5032,4407,76
2020-12-17,CZ051,CZ0512,5635,4907,93
2020-12-17,CZ051,CZ0513,11631,10285,115
2020-12-17,CZ051,CZ0514,4966,4459,70
2020-12-17,CZ052,CZ0521,9862,8677,152
2020-12-17,CZ052,CZ0522,4587,4124,79
2020-12-17,CZ052,CZ0523,7517,6846,135
2020-12-17,CZ052,CZ0524,4826,4134,61
2020-12-17,CZ052,CZ0525,6485,5850,130
2020-12-17,CZ053,CZ0531,7255,6366,101
2020-12-17,CZ053,CZ0532,9535,8425,112
2020-12-17,CZ053,CZ0533,6388,5765,100
2020-12-17,CZ053,CZ0534,7893,7267,105
2020-12-17,CZ063,CZ0631,7178,6404,122
2020-12-17,CZ063,CZ0632,6786,6275,117
2020-12-17,CZ063,CZ0633,5345,4960,102
2020-12-17,CZ063,CZ0634,6105,5741,133
2020-12-17,CZ063,CZ0635,7924,7315,122
2020-12-17,CZ064,CZ0641,5578,4864,169
2020-12-17,CZ064,CZ0642,18181,16486,349
2020-12-17,CZ064,CZ0643,10767,9754,178
2020-12-17,CZ064,CZ0644,4672,4037,155
2020-12-17,CZ064,CZ0645,9364,8574,200
2020-12-17,CZ064,CZ0646,4596,3925,124
2020-12-17,CZ064,CZ0647,4882,4327,143
2020-12-17,CZ071,CZ0711,2056,1783,60
2020-12-17,CZ071,CZ0712,13328,11906,251
2020-12-17,CZ071,CZ0713,7472,6599,94
2020-12-17,CZ071,CZ0714,8583,7509,133
2020-12-17,CZ071,CZ0715,6398,5847,118
2020-12-17,CZ072,CZ0721,7446,6485,131
2020-12-17,CZ072,CZ0722,10917,9987,160
2020-12-17,CZ072,CZ0723,9826,8758,145
2020-12-17,CZ072,CZ0724,13797,12335,228
2020-12-17,CZ080,CZ0801,4170,3677,117
2020-12-17,CZ080,CZ0802,13147,11652,241
2020-12-17,CZ080,CZ0803,14531,12741,230
2020-12-17,CZ080,CZ0804,8008,7062,112
2020-12-17,CZ080,CZ0805,12278,10812,176
2020-12-17,CZ080,CZ0806,16603,14138,345
2020-12-17,,,29,1584,0
2020-12-18,CZ010,CZ0100,66647,62821,960
2020-12-18,CZ020,CZ020A,7287,7242,66
2020-12-18,CZ020,CZ020B,7963,7409,63
2020-12-18,CZ020,CZ020C,3330,3014,55
2020-12-18,CZ020,CZ0201,7557,6819,162
2020-12-18,CZ020,CZ0202,4841,4574,57
2020-12-18,CZ020,CZ0203,8790,7802,122
2020-12-18,CZ020,CZ0204,6106,5548,101
2020-12-18,CZ020,CZ0205,4189,3655,62
2020-12-18,CZ020,CZ0206,5966,5404,126
2020-12-18,CZ020,CZ0207,7107,6318,110
2020-12-18,CZ020,CZ0208,5576,4886,99
2020-12-18,CZ020,CZ0209,9190,8875,79
2020-12-18,CZ031,CZ0311,10836,10859,166
2020-12-18,CZ031,CZ0312,2474,2265,68
2020-12-18,CZ031,CZ0313,5231,4791,100
2020-12-18,CZ031,CZ0314,4461,4067,68
2020-12-18,CZ031,CZ0315,2722,2493,86
2020-12-18,CZ031,CZ0316,4195,3938,108
2020-12-18,CZ031,CZ0317,6519,6069,166
2020-12-18,CZ032,CZ0321,3494,3220,77
2020-12-18,CZ032,CZ0322,4762,4378,78
2020-12-18,CZ032,CZ0323,10970,10167,143
2020-12-18,CZ032,CZ0324,3908,3415,68
2020-12-18,CZ032,CZ0325,4727,4289,55
2020-12-18,CZ032,CZ0326,2451,2183,43
2020-12-18,CZ032,CZ0327,2632,2328,47
2020-12-18,CZ041,CZ0411,3425,3049,127
2020-12-18,CZ041,CZ0412,4942,4398,148
2020-12-18,CZ041,CZ0413,4292,3721,111
2020-12-18,CZ042,CZ0421,6251,5496,132
2020-12-18,CZ042,CZ0422,6255,5776,156
2020-12-18,CZ042,CZ0423,7248,6766,124
2020-12-18,CZ042,CZ0424,4613,4032,78
2020-12-18,CZ042,CZ0425,5241,4811,118
2020-12-18,CZ042,CZ0426,5894,5137,103
2020-12-18,CZ042,CZ0427,6525,5719,104
2020-12-18,CZ051,CZ0511,5117,4492,76
2020-12-18,CZ051,CZ0512,5722,4965,94
2020-12-18,CZ051,CZ0513,11778,10409,115
2020-12-18,CZ051,CZ0514,5019,4509,70
2020-12-18,CZ052,CZ0521,9972,8778,152
2020-12-18,CZ052,CZ0522,4654,4177,79
2020-12-18,CZ052,CZ0523,7565,6921,136
2020-12-18,CZ052,CZ0524,4904,4215,61
2020-12-18,CZ052,CZ0525,6550,5896,131
2020-12-18,CZ053,CZ0531,7352,6441,103
2020-12-18,CZ053,CZ0532,9700,8546,112
2020-12-18,CZ053,CZ0533,6487,5832,103
2020-12-18,CZ053,CZ0534,7966,7348,105
2020-12-18,CZ063,CZ0631,7317,6471,123
2020-12-18,CZ063,CZ0632,6892,6339,118
2020-12-18,CZ063,CZ0633,5381,5008,102
2020-12-18,CZ063,CZ0634,6259,5782,133
2020-12-18,CZ063,CZ0635,8027,7380,123
2020-12-18,CZ064,CZ0641,5718,4952,172
2020-12-18,CZ064,CZ0642,18631,16659,355
2020-12-18,CZ064,CZ0643,11017,9867,178
2020-12-18,CZ064,CZ0644,4785,4110,157
2020-12-18,CZ064,CZ0645,9452,8672,200
2020-12-18,CZ064,CZ0646,4684,3968,124
2020-12-18,CZ064,CZ0647,4942,4388,144
2020-12-18,CZ071,CZ0711,2073,1813,61
2020-12-18,CZ071,CZ0712,13488,12043,251
2020-12-18,CZ071,CZ0713,7555,6682,95
2020-12-18,CZ071,CZ0714,8700,7636,134
2020-12-18,CZ071,CZ0715,6440,5896,119
2020-12-18,CZ072,CZ0721,7566,6584,131
2020-12-18,CZ072,CZ0722,11042,10067,162
2020-12-18,CZ072,CZ0723,9933,8827,151
2020-12-18,CZ072,CZ0724,13995,12450,229
2020-12-18,CZ080,CZ0801,4257,3737,118
2020-12-18,CZ080,CZ0802,13313,11776,243
2020-12-18,CZ080,CZ0803,14830,12987,234
2020-12-18,CZ080,CZ0804,8120,7158,114
2020-12-18,CZ080,CZ0805,12499,10976,178
2020-12-18,CZ080,CZ0806,17042,14411,351
2020-12-18,,,29,1592,0
2020-12-19,CZ010,CZ0100,67418,63329,972
2020-12-19,CZ020,CZ020A,7365,7308,67
2020-12-19,CZ020,CZ020B,8038,7484,63
2020-12-19,CZ020,CZ020C,3343,3054,55
2020-12-19,CZ020,CZ0201,7605,6880,167
2020-12-19,CZ020,CZ0202,4878,4607,57
2020-12-19,CZ020,CZ0203,8853,7892,122
2020-12-19,CZ020,CZ0204,6153,5610,105
2020-12-19,CZ020,CZ0205,4234,3717,62
2020-12-19,CZ020,CZ0206,6041,5454,126
2020-12-19,CZ020,CZ0207,7178,6411,111
2020-12-19,CZ020,CZ0208,5655,4936,99
2020-12-19,CZ020,CZ0209,9302,8976,79
2020-12-19,CZ031,CZ0311,10884,10912,168
2020-12-19,CZ031,CZ0312,2489,2288,68
2020-12-19,CZ031,CZ0313,5248,4827,100
2020-12-19,CZ031,CZ0314,4474,4114,68
2020-12-19,CZ031,CZ0315,2734,2509,86
2020-12-19,CZ031,CZ0316,4260,3955,108
2020-12-19,CZ031,CZ0317,6552,6111,169
2020-12-19,CZ032,CZ0321,3509,3243,78
2020-12-19,CZ032,CZ0322,4791,4416,80
2020-12-19,CZ032,CZ0323,11048,10223,144
2020-12-19,CZ032,CZ0324,3951,3452,69
2020-12-19,CZ032,CZ0325,4766,4323,56
2020-12-19,CZ032,CZ0326,2469,2215,43
2020-12-19,CZ032,CZ0327,2672,2347,48
2020-12-19,CZ041,CZ0411,3436,3090,128
2020-12-19,CZ041,CZ0412,4985,4444,149
2020-12-19,CZ041,CZ0413,4317,3774,111
2020-12-19,CZ042,CZ0421,6293,5545,134
2020-12-19,CZ042,CZ0422,6298,5823,157
2020-12-19,CZ042,CZ0423,7327,6817,124
2020-12-19,CZ042,CZ0424,4639,4081,80
2020-12-19,CZ042,CZ0425,5292,4853,119
2020-12-19,CZ042,CZ0426,5978,5220,106
2020-12-19,CZ042,CZ0427,6599,5775,106
2020-12-19,CZ051,CZ0511,5150,4543,80
2020-12-19,CZ051,CZ0512,5762,5024,94
2020-12-19,CZ051,CZ0513,11897,10523,116
2020-12-19,CZ051,CZ0514,5055,4544,71
2020-12-19,CZ052,CZ0521,10114,8872,152
2020-12-19,CZ052,CZ0522,4723,4222,81
2020-12-19,CZ052,CZ0523,7609,6974,137
2020-12-19,CZ052,CZ0524,4970,4285,61
2020-12-19,CZ052,CZ0525,6604,5930,131
2020-12-19,CZ053,CZ0531,7409,6525,105
2020-12-19,CZ053,CZ0532,9825,8713,113
2020-12-19,CZ053,CZ0533,6535,5876,105
2020-12-19,CZ053,CZ0534,7994,7408,106
2020-12-19,CZ063,CZ0631,7364,6572,125
2020-12-19,CZ063,CZ0632,6941,6386,119
2020-12-19,CZ063,CZ0633,5422,5040,103
2020-12-19,CZ063,CZ0634,6309,5810,134
2020-12-19,CZ063,CZ0635,8086,7453,123
2020-12-19,CZ064,CZ0641,5739,5008,173
2020-12-19,CZ064,CZ0642,18743,16852,358
2020-12-19,CZ064,CZ0643,11080,9968,178
2020-12-19,CZ064,CZ0644,4800,4173,158
2020-12-19,CZ064,CZ0645,9467,8729,201
2020-12-19,CZ064,CZ0646,4709,4022,126
2020-12-19,CZ064,CZ0647,4981,4421,144
2020-12-19,CZ071,CZ0711,2108,1831,61
2020-12-19,CZ071,CZ0712,13528,12161,252
2020-12-19,CZ071,CZ0713,7590,6751,97
2020-12-19,CZ071,CZ0714,8739,7751,138
2020-12-19,CZ071,CZ0715,6468,5930,119
2020-12-19,CZ072,CZ0721,7671,6665,131
2020-12-19,CZ072,CZ0722,11111,10177,165
2020-12-19,CZ072,CZ0723,10035,8930,152
2020-12-19,CZ072,CZ0724,14100,12570,233
2020-12-19,CZ080,CZ0801,4309,3790,119
2020-12-19,CZ080,CZ0802,13449,11925,250
2020-12-19,CZ080,CZ0803,14925,13150,240
2020-12-19,CZ080,CZ0804,8240,7221,115
2020-12-19,CZ080,CZ0805,12642,11103,180
2020-12-19,CZ080,CZ0806,17322,14607,354
2020-12-19,,,29,1596,0
2020-12-20,CZ010,CZ0100,67836,63778,978
2020-12-20,CZ020,CZ020A,7413,7380,67
2020-12-20,CZ020,CZ020B,8059,7549,64
2020-12-20,CZ020,CZ020C,3343,3092,55
2020-12-20,CZ020,CZ0201,7629,6928,168
2020-12-20,CZ020,CZ0202,4885,4642,57
2020-12-20,CZ020,CZ0203,8866,7962,123
2020-12-20,CZ020,CZ0204,6179,5661,106
2020-12-20,CZ020,CZ0205,4246,3760,62
2020-12-20,CZ020,CZ0206,6079,5553,127
2020-12-20,CZ020,CZ0207,7185,6487,112
2020-12-20,CZ020,CZ0208,5674,4994,99
2020-12-20,CZ020,CZ0209,9366,9062,81
2020-12-20,CZ031,CZ0311,10897,10979,168
2020-12-20,CZ031,CZ0312,2500,2304,69
2020-12-20,CZ031,CZ0313,5249,4866,100
2020-12-20,CZ031,CZ0314,4483,4150,69
2020-12-20,CZ031,CZ0315,2737,2535,86
2020-12-20,CZ031,CZ0316,4261,3977,109
2020-12-20,CZ031,CZ0317,6555,6152,170
2020-12-20,CZ032,CZ0321,3515,3254,79
2020-12-20,CZ032,CZ0322,4795,4451,80
2020-12-20,CZ032,CZ0323,11077,10278,144
2020-12-20,CZ032,CZ0324,3962,3485,70
2020-12-20,CZ032,CZ0325,4781,4363,56
2020-12-20,CZ032,CZ0326,2473,2227,43
2020-12-20,CZ032,CZ0327,2679,2371,48
2020-12-20,CZ041,CZ0411,3445,3109,129
2020-12-20,CZ041,CZ0412,5003,4483,150
2020-12-20,CZ041,CZ0413,4322,3825,112
2020-12-20,CZ042,CZ0421,6341,5617,135
2020-12-20,CZ042,CZ0422,6321,5852,157
2020-12-20,CZ042,CZ0423,7337,6879,125
2020-12-20,CZ042,CZ0424,4657,4151,80
2020-12-20,CZ042,CZ0425,5317,4901,121
2020-12-20,CZ042,CZ0426,5999,5271,106
2020-12-20,CZ042,CZ0427,6644,5836,106
2020-12-20,CZ051,CZ0511,5167,4594,82
2020-12-20,CZ051,CZ0512,5774,5082,97
2020-12-20,CZ051,CZ0513,11994,10653,117
2020-12-20,CZ051,CZ0514,5067,4588,72
2020-12-20,CZ052,CZ0521,10191,8979,152
2020-12-20,CZ052,CZ0522,4735,4276,83
2020-12-20,CZ052,CZ0523,7664,7032,139
2020-12-20,CZ052,CZ0524,5057,4349,63
2020-12-20,CZ052,CZ0525,6658,5985,132
2020-12-20,CZ053,CZ0531,7458,6628,107
2020-12-20,CZ053,CZ0532,9891,8863,115
2020-12-20,CZ053,CZ0533,6540,5960,105
2020-12-20,CZ053,CZ0534,8006,7477,106
2020-12-20,CZ063,CZ0631,7425,6654,126
2020-12-20,CZ063,CZ0632,6989,6438,120
2020-12-20,CZ063,CZ0633,5425,5082,103
2020-12-20,CZ063,CZ0634,6319,5841,134
2020-12-20,CZ063,CZ0635,8104,7534,124
2020-12-20,CZ064,CZ0641,5748,5073,177
2020-12-20,CZ064,CZ0642,18942,17020,362
2020-12-20,CZ064,CZ0643,11168,10081,182
2020-12-20,CZ064,CZ0644,4832,4199,161
2020-12-20,CZ064,CZ0645,9480,8818,204
2020-12-20,CZ064,CZ0646,4726,4091,127
2020-12-20,CZ064,CZ0647,5000,4469,145
2020-12-20,CZ071,CZ0711,2115,1847,62
2020-12-20,CZ071,CZ0712,13615,12267,256
2020-12-20,CZ071,CZ0713,7614,6830,97
2020-12-20,CZ071,CZ0714,8781,7854,139
2020-12-20,CZ071,CZ0715,6498,5981,123
2020-12-20,CZ072,CZ0721,7729,6741,131
2020-12-20,CZ072,CZ0722,11138,10258,166
2020-12-20,CZ072,CZ0723,10100,8984,154
2020-12-20,CZ072,CZ0724,14252,12699,237
2020-12-20,CZ080,CZ0801,4350,3842,120
2020-12-20,CZ080,CZ0802,13533,12015,251
2020-12-20,CZ080,CZ0803,15137,13340,244
2020-12-20,CZ080,CZ0804,8281,7297,116
2020-12-20,CZ080,CZ0805,12787,11235,181
2020-12-20,CZ080,CZ0806,17558,14783,358
2020-12-20,,,29,1597,0
2020-12-21,CZ010,CZ0100,68599,64324,995
2020-12-21,CZ020,CZ020A,7530,7460,67
2020-12-21,CZ020,CZ020B,8115,7628,64
2020-12-21,CZ020,CZ020C,3380,3114,56
2020-12-21,CZ020,CZ0201,7669,6993,168
2020-12-21,CZ020,CZ0202,4965,4695,57
2020-12-21,CZ020,CZ0203,9059,8057,124
2020-12-21,CZ020,CZ0204,6268,5713,106
2020-12-21,CZ020,CZ0205,4311,3810,62
2020-12-21,CZ020,CZ0206,6143,5646,129
2020-12-21,CZ020,CZ0207,7308,6583,112
2020-12-21,CZ020,CZ0208,5730,5082,100
2020-12-21,CZ020,CZ0209,9450,9153,82
2020-12-21,CZ031,CZ0311,10973,11119,169
2020-12-21,CZ031,CZ0312,2529,2343,69
2020-12-21,CZ031,CZ0313,5291,4915,100
2020-12-21,CZ031,CZ0314,4520,4185,69
2020-12-21,CZ031,CZ0315,2766,2573,87
2020-12-21,CZ031,CZ0316,4315,4010,109
2020-12-21,CZ031,CZ0317,6605,6209,172
2020-12-21,CZ032,CZ0321,3536,3299,79
2020-12-21,CZ032,CZ0322,4836,4502,82
2020-12-21,CZ032,CZ0323,11271,10350,145
2020-12-21,CZ032,CZ0324,4015,3514,74
2020-12-21,CZ032,CZ0325,4852,4392,57
2020-12-21,CZ032,CZ0326,2525,2263,43
2020-12-21,CZ032,CZ0327,2743,2415,48
2020-12-21,CZ041,CZ0411,3547,3140,129
2020-12-21,CZ041,CZ0412,5058,4525,150
2020-12-21,CZ041,CZ0413,4399,3864,113
2020-12-21,CZ042,CZ0421,6432,5689,136
2020-12-21,CZ042,CZ0422,6359,5901,157
2020-12-21,CZ042,CZ0423,7407,6967,125
2020-12-21,CZ042,CZ0424,4736,4193,80
2020-12-21,CZ042,CZ0425,5369,4937,125
2020-12-21,CZ042,CZ0426,6049,5364,108
2020-12-21,CZ042,CZ0427,6723,5922,108
2020-12-21,CZ051,CZ0511,5258,4653,84
2020-12-21,CZ051,CZ0512,5870,5162,97
2020-12-21,CZ051,CZ0513,12186,10762,119
2020-12-21,CZ051,CZ0514,5112,4633,73
2020-12-21,CZ052,CZ0521,10291,9094,152
2020-12-21,CZ052,CZ0522,4800,4319,86
2020-12-21,CZ052,CZ0523,7769,7089,141
2020-12-21,CZ052,CZ0524,5151,4410,63
2020-12-21,CZ052,CZ0525,6764,6047,132
2020-12-21,CZ053,CZ0531,7557,6758,108
2020-12-21,CZ053,CZ0532,10015,8966,116
2020-12-21,CZ053,CZ0533,6596,6019,105
2020-12-21,CZ053,CZ0534,8094,7535,106
2020-12-21,CZ063,CZ0631,7523,6784,126
2020-12-21,CZ063,CZ0632,7081,6479,120
2020-12-21,CZ063,CZ0633,5458,5120,104
2020-12-21,CZ063,CZ0634,6352,5881,134
2020-12-21,CZ063,CZ0635,8179,7616,124
2020-12-21,CZ064,CZ0641,5818,5156,180
2020-12-21,CZ064,CZ0642,19100,17185,363
2020-12-21,CZ064,CZ0643,11244,10175,186
2020-12-21,CZ064,CZ0644,4906,4261,163
2020-12-21,CZ064,CZ0645,9659,8887,205
2020-12-21,CZ064,CZ0646,4826,4161,128
